-2.238601036993209709e+04,1.934022619374747228e+04,8.823304066023691121e+03,-6.635446871410366839e+03,3.802830663969168654e+02,-3.982772750727357106e+03,-6.729107894185436862e+02,6.805427252793867865e+02,-6.834780300751718642e+03
3.175234557409021258e+07,-1.075726991763564385e+07,5.192435543996780366e+07,1.964495604460109398e+07,-4.713429243598268926e+07,-5.651606690749218687e+06,-1.870540414855256304e+07,5.346917309064108878e+07,-4.979131063624506444e+07
-1.075726991763540171e+07,3.644419144118851982e+06,-1.759127701176035404e+07,-6.655448310070568696e+06,1.596846774445390143e+07,1.914688743193397298e+06,6.337140696421963163e+06,-1.811464056621193141e+07,1.686862996678838879e+07
5.192435543996940553e+07,-1.759127701176130399e+07,8.491148099800205231e+07,3.212523868141762167e+07,-7.707832947795282304e+07,-9.242026984514946118e+06,-3.058879701946612820e+07,8.743770888237218559e+07,-8.142332997937771678e+07
1.964495604460167140e+07,-6.655448310070921667e+06,3.212523868141756579e+07,1.215419809203901514e+07,-2.916165991384000331e+07,-3.496609872870182153e+06,-1.157290384854922816e+07,3.308100665054517984e+07,-3.080553865130339935e+07
-4.713429243598386645e+07,1.596846774445465580e+07,-7.707832947795246542e+07,-2.916165991383992136e+07,6.996779240314631164e+07,8.389442659389302135e+06,2.776695621474441141e+07,-7.937151083481168747e+07,7.391196315949580073e+07
-5.651606690749420784e+06,1.914688743193507893e+06,-9.242026984514987096e+06,-3.496609872870201711e+06,8.389442659389384091e+06,1.005930667780470802e+06,3.329378832579776179e+06,-9.516989404225341976e+06,8.862365889675006270e+06
-1.870540414855327457e+07,6.337140696422342211e+06,-3.058879701946635917e+07,-1.157290384854933992e+07,2.776695621474474669e+07,3.329378832579784561e+06,1.101941094538408518e+07,-3.149885383477166668e+07,2.933221378445627540e+07
5.346917309064189345e+07,-1.811464056621261314e+07,8.743770888237082958e+07,3.308100665054471046e+07,-7.937151083481085300e+07,-9.516989404225150123e+06,-3.149885383477094769e+07,9.003909535835784674e+07,-8.384578079774281383e+07
-4.979131063624571264e+07,1.686862996678901464e+07,-8.142332997937633097e+07,-3.080553865130290762e+07,7.391196315949489176e+07,8.862365889674810693e+06,2.933221378445555642e+07,-8.384578079774266481e+07,7.807847168613967299e+07
